"label","n","parent","id"
"Denmark",124,"total -  Adventure","total -  Adventure  -  Denmark"
"Denmark",55,"total -  Animation","total -  Animation  -  Denmark"
"Denmark",16,"total -  Biography","total -  Biography  -  Denmark"
"Denmark",183,"total -  Comedy","total -  Comedy  -  Denmark"
"Denmark",141,"total -  Crime","total -  Crime  -  Denmark"
"Denmark",33,"total -  Documentary","total -  Documentary  -  Denmark"
"Denmark",314,"total -  Drama","total -  Drama  -  Denmark"
"Denmark",21,"total -  Family","total -  Family  -  Denmark"
"Denmark",40,"total -  Fantasy","total -  Fantasy  -  Denmark"
"Denmark",9,"total -  Game Show","total -  Game Show  -  Denmark"
"Denmark",7,"total -  History","total -  History  -  Denmark"
"Denmark",22,"total -  Horror","total -  Horror  -  Denmark"
"Denmark",5,"total -  Music","total -  Music  -  Denmark"
"Denmark",48,"total -  Mystery","total -  Mystery  -  Denmark"
"Denmark",21,"total -  Reality TV","total -  Reality TV  -  Denmark"
"Denmark",87,"total -  Romance","total -  Romance  -  Denmark"
"Denmark",25,"total -  Sci Fi","total -  Sci Fi  -  Denmark"
"Denmark",10,"total -  Sport","total -  Sport  -  Denmark"
"Denmark",7,"total -  Talk Show","total -  Talk Show  -  Denmark"
"Denmark",58,"total -  Thriller","total -  Thriller  -  Denmark"
"Denmark",10,"total -  War","total -  War  -  Denmark"
"Denmark",11,"total -  Western","total -  Western  -  Denmark"
"Dominican Republic",172,"total -  Action","total -  Action  -  Dominican Republic"
"Dominican Republic",3,"total -  Adult","total -  Adult  -  Dominican Republic"
"Dominican Republic",112,"total -  Adventure","total -  Adventure  -  Dominican Republic"
"Dominican Republic",46,"total -  Animation","total -  Animation  -  Dominican Republic"
"Dominican Republic",3,"total -  Biography","total -  Biography  -  Dominican Republic"
"Dominican Republic",154,"total -  Comedy","total -  Comedy  -  Dominican Republic"
"Dominican Republic",119,"total -  Crime","total -  Crime  -  Dominican Republic"
"Dominican Republic",17,"total -  Documentary","total -  Documentary  -  Dominican Republic"
"Dominican Republic",284,"total -  Drama","total -  Drama  -  Dominican Republic"
"Dominican Republic",19,"total -  Family","total -  Family  -  Dominican Republic"
"Dominican Republic",31,"total -  Fantasy","total -  Fantasy  -  Dominican Republic"
"Dominican Republic",2,"total -  Game Show","total -  Game Show  -  Dominican Republic"
"Dominican Republic",1,"total -  History","total -  History  -  Dominican Republic"
"Dominican Republic",24,"total -  Horror","total -  Horror  -  Dominican Republic"
"Dominican Republic",34,"total -  Music","total -  Music  -  Dominican Republic"
"Dominican Republic",2,"total -  Musical","total -  Musical  -  Dominican Republic"
"Dominican Republic",37,"total -  Mystery","total -  Mystery  -  Dominican Republic"
"Dominican Republic",3,"total -  Reality TV","total -  Reality TV  -  Dominican Republic"
"Dominican Republic",82,"total -  Romance","total -  Romance  -  Dominican Republic"
"Dominican Republic",23,"total -  Sci Fi","total -  Sci Fi  -  Dominican Republic"
"Dominican Republic",7,"total -  Sport","total -  Sport  -  Dominican Republic"
"Dominican Republic",5,"total -  Talk Show","total -  Talk Show  -  Dominican Republic"
"Dominican Republic",76,"total -  Thriller","total -  Thriller  -  Dominican Republic"
"Dominican Republic",2,"total -  War","total -  War  -  Dominican Republic"
"Dominican Republic",5,"total -  Western","total -  Western  -  Dominican Republic"
"Ecuador",141,"total -  Action","total -  Action  -  Ecuador"
"Ecuador",3,"total -  Adult","total -  Adult  -  Ecuador"
"Ecuador",119,"total -  Adventure","total -  Adventure  -  Ecuador"
"Ecuador",65,"total -  Animation","total -  Animation  -  Ecuador"
"Ecuador",1,"total -  Biography","total -  Biography  -  Ecuador"
"Ecuador",205,"total -  Comedy","total -  Comedy  -  Ecuador"
"Ecuador",88,"total -  Crime","total -  Crime  -  Ecuador"
"Ecuador",19,"total -  Documentary","total -  Documentary  -  Ecuador"
"Ecuador",268,"total -  Drama","total -  Drama  -  Ecuador"
"Ecuador",16,"total -  Family","total -  Family  -  Ecuador"
"Ecuador",25,"total -  Fantasy","total -  Fantasy  -  Ecuador"
"Ecuador",23,"total -  Horror","total -  Horror  -  Ecuador"
"Ecuador",35,"total -  Music","total -  Music  -  Ecuador"
"Ecuador",2,"total -  Musical","total -  Musical  -  Ecuador"
"Ecuador",34,"total -  Mystery","total -  Mystery  -  Ecuador"
"Ecuador",3,"total -  Reality TV","total -  Reality TV  -  Ecuador"
"Ecuador",98,"total -  Romance","total -  Romance  -  Ecuador"
"Ecuador",23,"total -  Sci Fi","total -  Sci Fi  -  Ecuador"
"Ecuador",7,"total -  Sport","total -  Sport  -  Ecuador"
"Ecuador",5,"total -  Talk Show","total -  Talk Show  -  Ecuador"
"Ecuador",64,"total -  Thriller","total -  Thriller  -  Ecuador"
"Ecuador",2,"total -  War","total -  War  -  Ecuador"
"Ecuador",3,"total -  Western","total -  Western  -  Ecuador"
"Egypt",183,"total -  Action","total -  Action  -  Egypt"
"Egypt",5,"total -  Adult","total -  Adult  -  Egypt"
"Egypt",112,"total -  Adventure","total -  Adventure  -  Egypt"
"Egypt",31,"total -  Animation","total -  Animation  -  Egypt"
"Egypt",9,"total -  Biography","total -  Biography  -  Egypt"
"Egypt",162,"total -  Comedy","total -  Comedy  -  Egypt"
"Egypt",113,"total -  Crime","total -  Crime  -  Egypt"
"Egypt",18,"total -  Documentary","total -  Documentary  -  Egypt"
"Egypt",336,"total -  Drama","total -  Drama  -  Egypt"
"Egypt",17,"total -  Family","total -  Family  -  Egypt"
"Egypt",38,"total -  Fantasy","total -  Fantasy  -  Egypt"
"Egypt",4,"total -  Game Show","total -  Game Show  -  Egypt"
"Egypt",5,"total -  History","total -  History  -  Egypt"
"Egypt",27,"total -  Horror","total -  Horror  -  Egypt"
"Egypt",4,"total -  Music","total -  Music  -  Egypt"
"Egypt",1,"total -  Musical","total -  Musical  -  Egypt"
"Egypt",43,"total -  Mystery","total -  Mystery  -  Egypt"
"Egypt",6,"total -  Reality TV","total -  Reality TV  -  Egypt"
"Egypt",96,"total -  Romance","total -  Romance  -  Egypt"
"Egypt",33,"total -  Sci Fi","total -  Sci Fi  -  Egypt"
"Egypt",3,"total -  Sport","total -  Sport  -  Egypt"
"Egypt",12,"total -  Talk Show","total -  Talk Show  -  Egypt"
"Egypt",70,"total -  Thriller","total -  Thriller  -  Egypt"
"Egypt",3,"total -  War","total -  War  -  Egypt"
"Egypt",2,"total -  Western","total -  Western  -  Egypt"
"El Salvador",134,"total -  Action","total -  Action  -  El Salvador"
"El Salvador",2,"total -  Adult","total -  Adult  -  El Salvador"
"El Salvador",107,"total -  Adventure","total -  Adventure  -  El Salvador"
"El Salvador",60,"total -  Animation","total -  Animation  -  El Salvador"
"El Salvador",1,"total -  Biography","total -  Biography  -  El Salvador"
"El Salvador",188,"total -  Comedy","total -  Comedy  -  El Salvador"
"El Salvador",102,"total -  Crime","total -  Crime  -  El Salvador"
"El Salvador",20,"total -  Documentary","total -  Documentary  -  El Salvador"
"El Salvador",288,"total -  Drama","total -  Drama  -  El Salvador"
"El Salvador",14,"total -  Family","total -  Family  -  El Salvador"
"El Salvador",20,"total -  Fantasy","total -  Fantasy  -  El Salvador"
"El Salvador",19,"total -  Horror","total -  Horror  -  El Salvador"
"El Salvador",32,"total -  Music","total -  Music  -  El Salvador"
"El Salvador",1,"total -  Musical","total -  Musical  -  El Salvador"
"El Salvador",35,"total -  Mystery","total -  Mystery  -  El Salvador"
"El Salvador",2,"total -  Reality TV","total -  Reality TV  -  El Salvador"
"El Salvador",105,"total -  Romance","total -  Romance  -  El Salvador"
"El Salvador",22,"total -  Sci Fi","total -  Sci Fi  -  El Salvador"
"El Salvador",8,"total -  Sport","total -  Sport  -  El Salvador"
"El Salvador",5,"total -  Talk Show","total -  Talk Show  -  El Salvador"
"El Salvador",63,"total -  Thriller","total -  Thriller  -  El Salvador"
"El Salvador",2,"total -  War","total -  War  -  El Salvador"
"El Salvador",3,"total -  Western","total -  Western  -  El Salvador"
"Estonia",185,"total -  Action","total -  Action  -  Estonia"
"Estonia",3,"total -  Adult","total -  Adult  -  Estonia"
"Estonia",127,"total -  Adventure","total -  Adventure  -  Estonia"
"Estonia",51,"total -  Animation","total -  Animation  -  Estonia"
"Estonia",10,"total -  Biography","total -  Biography  -  Estonia"
"Estonia",203,"total -  Comedy","total -  Comedy  -  Estonia"
"Estonia",112,"total -  Crime","total -  Crime  -  Estonia"
"Estonia",22,"total -  Documentary","total -  Documentary  -  Estonia"
"Estonia",277,"total -  Drama","total -  Drama  -  Estonia"
"Estonia",24,"total -  Family","total -  Family  -  Estonia"
"Estonia",38,"total -  Fantasy","total -  Fantasy  -  Estonia"
"Estonia",8,"total -  Game Show","total -  Game Show  -  Estonia"
"Estonia",24,"total -  Horror","total -  Horror  -  Estonia"
"Estonia",4,"total -  Music","total -  Music  -  Estonia"
"Estonia",1,"total -  Musical","total -  Musical  -  Estonia"
"Estonia",56,"total -  Mystery","total -  Mystery  -  Estonia"
"Estonia",15,"total -  Reality TV","total -  Reality TV  -  Estonia"
"Estonia",82,"total -  Romance","total -  Romance  -  Estonia"
"Estonia",57,"total -  Sci Fi","total -  Sci Fi  -  Estonia"
"Estonia",8,"total -  Sport","total -  Sport  -  Estonia"
"Estonia",6,"total -  Talk Show","total -  Talk Show  -  Estonia"
"Estonia",55,"total -  Thriller","total -  Thriller  -  Estonia"
"Estonia",3,"total -  War","total -  War  -  Estonia"
"Estonia",5,"total -  Western","total -  Western  -  Estonia"
"Finland",190,"total -  Action","total -  Action  -  Finland"
"Finland",3,"total -  Adult","total -  Adult  -  Finland"
"Finland",118,"total -  Adventure","total -  Adventure  -  Finland"
"Finland",55,"total -  Animation","total -  Animation  -  Finland"
"Finland",13,"total -  Biography","total -  Biography  -  Finland"
"Finland",180,"total -  Comedy","total -  Comedy  -  Finland"
"Finland",145,"total -  Crime","total -  Crime  -  Finland"
"Finland",28,"total -  Documentary","total -  Documentary  -  Finland"
"Finland",329,"total -  Drama","total -  Drama  -  Finland"
"Finland",21,"total -  Family","total -  Family  -  Finland"
"Finland",36,"total -  Fantasy","total -  Fantasy  -  Finland"
"Finland",7,"total -  Game Show","total -  Game Show  -  Finland"
"Finland",3,"total -  History","total -  History  -  Finland"
"Finland",24,"total -  Horror","total -  Horror  -  Finland"
"Finland",4,"total -  Music","total -  Music  -  Finland"
"Finland",2,"total -  Musical","total -  Musical  -  Finland"
"Finland",48,"total -  Mystery","total -  Mystery  -  Finland"
"Finland",11,"total -  Reality TV","total -  Reality TV  -  Finland"
"Finland",75,"total -  Romance","total -  Romance  -  Finland"
"Finland",29,"total -  Sci Fi","total -  Sci Fi  -  Finland"
"Finland",9,"total -  Sport","total -  Sport  -  Finland"
"Finland",9,"total -  Talk Show","total -  Talk Show  -  Finland"
"Finland",60,"total -  Thriller","total -  Thriller  -  Finland"
"Finland",10,"total -  War","total -  War  -  Finland"
"Finland",9,"total -  Western","total -  Western  -  Finland"
"France",201,"total -  Action","total -  Action  -  France"
"France",4,"total -  Adult","total -  Adult  -  France"
"France",136,"total -  Adventure","total -  Adventure  -  France"
"France",46,"total -  Animation","total -  Animation  -  France"
"France",6,"total -  Biography","total -  Biography  -  France"
"France",163,"total -  Comedy","total -  Comedy  -  France"
"France",145,"total -  Crime","total -  Crime  -  France"
"France",24,"total -  Documentary","total -  Documentary  -  France"
"France",330,"total -  Drama","total -  Drama  -  France"
"France",16,"total -  Family","total -  Family  -  France"
"France",57,"total -  Fantasy","total -  Fantasy  -  France"
"France",3,"total -  Game Show","total -  Game Show  -  France"
"France",2,"total -  History","total -  History  -  France"
"France",34,"total -  Horror","total -  Horror  -  France"
"France",23,"total -  Music","total -  Music  -  France"
"France",46,"total -  Mystery","total -  Mystery  -  France"
"France",5,"total -  Reality TV","total -  Reality TV  -  France"
"France",77,"total -  Romance","total -  Romance  -  France"
"France",39,"total -  Sci Fi","total -  Sci Fi  -  France"
"France",9,"total -  Sport","total -  Sport  -  France"
"France",9,"total -  Talk Show","total -  Talk Show  -  France"
"France",76,"total -  Thriller","total -  Thriller  -  France"
"France",4,"total -  War","total -  War  -  France"
"France",5,"total -  Western","total -  Western  -  France"
"Germany",206,"total -  Action","total -  Action  -  Germany"
"Germany",2,"total -  Adult","total -  Adult  -  Germany"
"Germany",155,"total -  Adventure","total -  Adventure  -  Germany"
"Germany",49,"total -  Animation","total -  Animation  -  Germany"
"Germany",12,"total -  Biography","total -  Biography  -  Germany"
"Germany",180,"total -  Comedy","total -  Comedy  -  Germany"
"Germany",151,"total -  Crime","total -  Crime  -  Germany"
"Germany",25,"total -  Documentary","total -  Documentary  -  Germany"
"Germany",317,"total -  Drama","total -  Drama  -  Germany"
"Germany",55,"total -  Family","total -  Family  -  Germany"
"Germany",63,"total -  Fantasy","total -  Fantasy  -  Germany"
"Germany",5,"total -  Game Show","total -  Game Show  -  Germany"
"Germany",4,"total -  History","total -  History  -  Germany"
"Germany",31,"total -  Horror","total -  Horror  -  Germany"
"Germany",2,"total -  Music","total -  Music  -  Germany"
"Germany",51,"total -  Mystery","total -  Mystery  -  Germany"
"Germany",7,"total -  Reality TV","total -  Reality TV  -  Germany"
"Germany",72,"total -  Romance","total -  Romance  -  Germany"
"Germany",29,"total -  Sci Fi","total -  Sci Fi  -  Germany"
"Germany",11,"total -  Sport","total -  Sport  -  Germany"
"Germany",10,"total -  Talk Show","total -  Talk Show  -  Germany"
"Germany",77,"total -  Thriller","total -  Thriller  -  Germany"
"Germany",2,"total -  War","total -  War  -  Germany"
"Germany",4,"total -  Western","total -  Western  -  Germany"
"Greece",187,"total -  Action","total -  Action  -  Greece"
"Greece",2,"total -  Adult","total -  Adult  -  Greece"
"Greece",128,"total -  Adventure","total -  Adventure  -  Greece"
"Greece",48,"total -  Animation","total -  Animation  -  Greece"
"Greece",6,"total -  Biography","total -  Biography  -  Greece"
"Greece",164,"total -  Comedy","total -  Comedy  -  Greece"
"Greece",136,"total -  Crime","total -  Crime  -  Greece"
"Greece",25,"total -  Documentary","total -  Documentary  -  Greece"
"Greece",330,"total -  Drama","total -  Drama  -  Greece"
"Greece",24,"total -  Family","total -  Family  -  Greece"
"Greece",44,"total -  Fantasy","total -  Fantasy  -  Greece"
"Greece",6,"total -  Game Show","total -  Game Show  -  Greece"
"Greece",7,"total -  History","total -  History  -  Greece"
"Greece",21,"total -  Horror","total -  Horror  -  Greece"
"Greece",3,"total -  Music","total -  Music  -  Greece"
"Greece",1,"total -  Musical","total -  Musical  -  Greece"
"Greece",52,"total -  Mystery","total -  Mystery  -  Greece"
"Greece",7,"total -  Reality TV","total -  Reality TV  -  Greece"
"Greece",89,"total -  Romance","total -  Romance  -  Greece"
"Greece",37,"total -  Sci Fi","total -  Sci Fi  -  Greece"
"Greece",9,"total -  Sport","total -  Sport  -  Greece"
"Greece",9,"total -  Talk Show","total -  Talk Show  -  Greece"
"Greece",54,"total -  Thriller","total -  Thriller  -  Greece"
"Greece",7,"total -  War","total -  War  -  Greece"
"Greece",7,"total -  Western","total -  Western  -  Greece"
"Guadeloupe",217,"total -  Action","total -  Action  -  Guadeloupe"
"Guadeloupe",2,"total -  Adult","total -  Adult  -  Guadeloupe"
"Guadeloupe",108,"total -  Adventure","total -  Adventure  -  Guadeloupe"
"Guadeloupe",42,"total -  Animation","total -  Animation  -  Guadeloupe"
"Guadeloupe",3,"total -  Biography","total -  Biography  -  Guadeloupe"
"Guadeloupe",156,"total -  Comedy","total -  Comedy  -  Guadeloupe"
"Guadeloupe",145,"total -  Crime","total -  Crime  -  Guadeloupe"
"Guadeloupe",20,"total -  Documentary","total -  Documentary  -  Guadeloupe"
"Guadeloupe",339,"total -  Drama","total -  Drama  -  Guadeloupe"
"Guadeloupe",19,"total -  Family","total -  Family  -  Guadeloupe"
"Guadeloupe",46,"total -  Fantasy","total -  Fantasy  -  Guadeloupe"
"Guadeloupe",5,"total -  Game Show","total -  Game Show  -  Guadeloupe"
"Guadeloupe",2,"total -  History","total -  History  -  Guadeloupe"
"Guadeloupe",28,"total -  Horror","total -  Horror  -  Guadeloupe"
"Guadeloupe",32,"total -  Music","total -  Music  -  Guadeloupe"
"Guadeloupe",38,"total -  Mystery","total -  Mystery  -  Guadeloupe"
"Guadeloupe",7,"total -  Reality TV","total -  Reality TV  -  Guadeloupe"
"Guadeloupe",74,"total -  Romance","total -  Romance  -  Guadeloupe"
"Guadeloupe",30,"total -  Sci Fi","total -  Sci Fi  -  Guadeloupe"
"Guadeloupe",6,"total -  Sport","total -  Sport  -  Guadeloupe"
"Guadeloupe",5,"total -  Talk Show","total -  Talk Show  -  Guadeloupe"
"Guadeloupe",67,"total -  Thriller","total -  Thriller  -  Guadeloupe"
"Guadeloupe",1,"total -  War","total -  War  -  Guadeloupe"
"Guadeloupe",5,"total -  Western","total -  Western  -  Guadeloupe"
"Guatemala",119,"total -  Action","total -  Action  -  Guatemala"
"Guatemala",2,"total -  Adult","total -  Adult  -  Guatemala"
"Guatemala",105,"total -  Adventure","total -  Adventure  -  Guatemala"
"Guatemala",59,"total -  Animation","total -  Animation  -  Guatemala"
"Guatemala",2,"total -  Biography","total -  Biography  -  Guatemala"
"Guatemala",202,"total -  Comedy","total -  Comedy  -  Guatemala"
"Guatemala",93,"total -  Crime","total -  Crime  -  Guatemala"
"Guatemala",20,"total -  Documentary","total -  Documentary  -  Guatemala"
"Guatemala",295,"total -  Drama","total -  Drama  -  Guatemala"
"Guatemala",18,"total -  Family","total -  Family  -  Guatemala"
"Guatemala",19,"total -  Fantasy","total -  Fantasy  -  Guatemala"
"Guatemala",21,"total -  Horror","total -  Horror  -  Guatemala"
"Guatemala",34,"total -  Music","total -  Music  -  Guatemala"
"Guatemala",2,"total -  Musical","total -  Musical  -  Guatemala"
"Guatemala",38,"total -  Mystery","total -  Mystery  -  Guatemala"
"Guatemala",2,"total -  Reality TV","total -  Reality TV  -  Guatemala"
"Guatemala",114,"total -  Romance","total -  Romance  -  Guatemala"
"Guatemala",19,"total -  Sci Fi","total -  Sci Fi  -  Guatemala"
"Guatemala",6,"total -  Sport","total -  Sport  -  Guatemala"
"Guatemala",6,"total -  Talk Show","total -  Talk Show  -  Guatemala"
"Guatemala",60,"total -  Thriller","total -  Thriller  -  Guatemala"
"Guatemala",2,"total -  War","total -  War  -  Guatemala"
"Guatemala",5,"total -  Western","total -  Western  -  Guatemala"
"Honduras",128,"total -  Action","total -  Action  -  Honduras"
"Honduras",4,"total -  Adult","total -  Adult  -  Honduras"
"Honduras",91,"total -  Adventure","total -  Adventure  -  Honduras"
"Honduras",43,"total -  Animation","total -  Animation  -  Honduras"
"Honduras",1,"total -  Biography","total -  Biography  -  Honduras"
"Honduras",190,"total -  Comedy","total -  Comedy  -  Honduras"
"Honduras",105,"total -  Crime","total -  Crime  -  Honduras"
"Honduras",21,"total -  Documentary","total -  Documentary  -  Honduras"
"Honduras",306,"total -  Drama","total -  Drama  -  Honduras"
"Honduras",18,"total -  Family","total -  Family  -  Honduras"
"Honduras",20,"total -  Fantasy","total -  Fantasy  -  Honduras"
"Honduras",22,"total -  Horror","total -  Horror  -  Honduras"
"Honduras",34,"total -  Music","total -  Music  -  Honduras"
"Honduras",2,"total -  Musical","total -  Musical  -  Honduras"
"Honduras",39,"total -  Mystery","total -  Mystery  -  Honduras"
"Honduras",3,"total -  Reality TV","total -  Reality TV  -  Honduras"
"Honduras",120,"total -  Romance","total -  Romance  -  Honduras"
"Honduras",18,"total -  Sci Fi","total -  Sci Fi  -  Honduras"
"Honduras",7,"total -  Sport","total -  Sport  -  Honduras"
"Honduras",5,"total -  Talk Show","total -  Talk Show  -  Honduras"
"Honduras",66,"total -  Thriller","total -  Thriller  -  Honduras"
"Honduras",2,"total -  War","total -  War  -  Honduras"
"Honduras",7,"total -  Western","total -  Western  -  Honduras"
"Hong Kong",233,"total -  Action","total -  Action  -  Hong Kong"
"Hong Kong",3,"total -  Adult","total -  Adult  -  Hong Kong"
"Hong Kong",123,"total -  Adventure","total -  Adventure  -  Hong Kong"
"Hong Kong",28,"total -  Animation","total -  Animation  -  Hong Kong"
"Hong Kong",15,"total -  Biography","total -  Biography  -  Hong Kong"
"Hong Kong",151,"total -  Comedy","total -  Comedy  -  Hong Kong"
"Hong Kong",113,"total -  Crime","total -  Crime  -  Hong Kong"
"Hong Kong",20,"total -  Documentary","total -  Documentary  -  Hong Kong"
"Hong Kong",326,"total -  Drama","total -  Drama  -  Hong Kong"
"Hong Kong",7,"total -  Family","total -  Family  -  Hong Kong"
"Hong Kong",42,"total -  Fantasy","total -  Fantasy  -  Hong Kong"
"Hong Kong",5,"total -  Game Show","total -  Game Show  -  Hong Kong"
"Hong Kong",6,"total -  History","total -  History  -  Hong Kong"
"Hong Kong",34,"total -  Horror","total -  Horror  -  Hong Kong"
"Hong Kong",3,"total -  Music","total -  Music  -  Hong Kong"
"Hong Kong",75,"total -  Mystery","total -  Mystery  -  Hong Kong"
"Hong Kong",8,"total -  Reality TV","total -  Reality TV  -  Hong Kong"
"Hong Kong",114,"total -  Romance","total -  Romance  -  Hong Kong"
"Hong Kong",71,"total -  Sci Fi","total -  Sci Fi  -  Hong Kong"
"Hong Kong",11,"total -  Sport","total -  Sport  -  Hong Kong"
"Hong Kong",7,"total -  Talk Show","total -  Talk Show  -  Hong Kong"
"Hong Kong",70,"total -  Thriller","total -  Thriller  -  Hong Kong"
"Hong Kong",5,"total -  War","total -  War  -  Hong Kong"
"Hungary",187,"total -  Action","total -  Action  -  Hungary"
"Hungary",3,"total -  Adult","total -  Adult  -  Hungary"
"Hungary",126,"total -  Adventure","total -  Adventure  -  Hungary"
"Hungary",64,"total -  Animation","total -  Animation  -  Hungary"
"Hungary",5,"total -  Biography","total -  Biography  -  Hungary"
"Hungary",194,"total -  Comedy","total -  Comedy  -  Hungary"
"Hungary",154,"total -  Crime","total -  Crime  -  Hungary"
"Hungary",30,"total -  Documentary","total -  Documentary  -  Hungary"
"Hungary",313,"total -  Drama","total -  Drama  -  Hungary"
"Hungary",33,"total -  Family","total -  Family  -  Hungary"
"Hungary",42,"total -  Fantasy","total -  Fantasy  -  Hungary"
"Hungary",7,"total -  Game Show","total -  Game Show  -  Hungary"
"Hungary",3,"total -  History","total -  History  -  Hungary"
"Hungary",23,"total -  Horror","total -  Horror  -  Hungary"
"Hungary",7,"total -  Music","total -  Music  -  Hungary"
"Hungary",50,"total -  Mystery","total -  Mystery  -  Hungary"
"Hungary",7,"total -  Reality TV","total -  Reality TV  -  Hungary"
"Hungary",89,"total -  Romance","total -  Romance  -  Hungary"
"Hungary",17,"total -  Sci Fi","total -  Sci Fi  -  Hungary"
"Hungary",10,"total -  Sport","total -  Sport  -  Hungary"
"Hungary",14,"total -  Talk Show","total -  Talk Show  -  Hungary"
"Hungary",65,"total -  Thriller","total -  Thriller  -  Hungary"
"Hungary",3,"total -  War","total -  War  -  Hungary"
"Hungary",4,"total -  Western","total -  Western  -  Hungary"
"Iceland",176,"total -  Action","total -  Action  -  Iceland"
"Iceland",2,"total -  Adult","total -  Adult  -  Iceland"
"Iceland",129,"total -  Adventure","total -  Adventure  -  Iceland"
"Iceland",49,"total -  Animation","total -  Animation  -  Iceland"
"Iceland",16,"total -  Biography","total -  Biography  -  Iceland"
"Iceland",191,"total -  Comedy","total -  Comedy  -  Iceland"
"Iceland",131,"total -  Crime","total -  Crime  -  Iceland"
"Iceland",42,"total -  Documentary","total -  Documentary  -  Iceland"
"Iceland",281,"total -  Drama","total -  Drama  -  Iceland"
"Iceland",23,"total -  Family","total -  Family  -  Iceland"
"Iceland",25,"total -  Fantasy","total -  Fantasy  -  Iceland"
"Iceland",11,"total -  Game Show","total -  Game Show  -  Iceland"
"Iceland",7,"total -  History","total -  History  -  Iceland"
"Iceland",23,"total -  Horror","total -  Horror  -  Iceland"
"Iceland",7,"total -  Music","total -  Music  -  Iceland"
"Iceland",50,"total -  Mystery","total -  Mystery  -  Iceland"
"Iceland",29,"total -  Reality TV","total -  Reality TV  -  Iceland"
"Iceland",77,"total -  Romance","total -  Romance  -  Iceland"
"Iceland",38,"total -  Sci Fi","total -  Sci Fi  -  Iceland"
"Iceland",10,"total -  Sport","total -  Sport  -  Iceland"
"Iceland",8,"total -  Talk Show","total -  Talk Show  -  Iceland"
"Iceland",58,"total -  Thriller","total -  Thriller  -  Iceland"
"Iceland",6,"total -  War","total -  War  -  Iceland"
"Iceland",3,"total -  Western","total -  Western  -  Iceland"
"India",256,"total -  Action","total -  Action  -  India"
"India",2,"total -  Adult","total -  Adult  -  India"
"India",73,"total -  Adventure","total -  Adventure  -  India"
"India",10,"total -  Animation","total -  Animation  -  India"
"India",1,"total -  Biography","total -  Biography  -  India"
"India",197,"total -  Comedy","total -  Comedy  -  India"
"India",216,"total -  Crime","total -  Crime  -  India"
"India",15,"total -  Documentary","total -  Documentary  -  India"
"India",382,"total -  Drama","total -  Drama  -  India"
"India",13,"total -  Family","total -  Family  -  India"
"India",44,"total -  Fantasy","total -  Fantasy  -  India"
"India",6,"total -  Game Show","total -  Game Show  -  India"
"India",23,"total -  Horror","total -  Horror  -  India"
"India",1,"total -  Music","total -  Music  -  India"
"India",2,"total -  Musical","total -  Musical  -  India"
"India",76,"total -  Mystery","total -  Mystery  -  India"
"India",4,"total -  Reality TV","total -  Reality TV  -  India"
"India",88,"total -  Romance","total -  Romance  -  India"
"India",16,"total -  Sci Fi","total -  Sci Fi  -  India"
"India",3,"total -  Sport","total -  Sport  -  India"
"India",7,"total -  Talk Show","total -  Talk Show  -  India"
"India",72,"total -  Thriller","total -  Thriller  -  India"
"India",1,"total -  War","total -  War  -  India"
"Indonesia",215,"total -  Action","total -  Action  -  Indonesia"
"Indonesia",2,"total -  Adult","total -  Adult  -  Indonesia"
"Indonesia",90,"total -  Adventure","total -  Adventure  -  Indonesia"
"Indonesia",16,"total -  Animation","total -  Animation  -  Indonesia"
"Indonesia",11,"total -  Biography","total -  Biography  -  Indonesia"
"Indonesia",179,"total -  Comedy","total -  Comedy  -  Indonesia"
"Indonesia",145,"total -  Crime","total -  Crime  -  Indonesia"
"Indonesia",19,"total -  Documentary","total -  Documentary  -  Indonesia"
"Indonesia",311,"total -  Drama","total -  Drama  -  Indonesia"
"Indonesia",20,"total -  Family","total -  Family  -  Indonesia"
"Indonesia",37,"total -  Fantasy","total -  Fantasy  -  Indonesia"
"Indonesia",9,"total -  History","total -  History  -  Indonesia"
"Indonesia",37,"total -  Horror","total -  Horror  -  Indonesia"
"Indonesia",3,"total -  Music","total -  Music  -  Indonesia"
"Indonesia",74,"total -  Mystery","total -  Mystery  -  Indonesia"
"Indonesia",6,"total -  Reality TV","total -  Reality TV  -  Indonesia"
"Indonesia",107,"total -  Romance","total -  Romance  -  Indonesia"
"Indonesia",43,"total -  Sci Fi","total -  Sci Fi  -  Indonesia"
"Indonesia",6,"total -  Sport","total -  Sport  -  Indonesia"
"Indonesia",5,"total -  Talk Show","total -  Talk Show  -  Indonesia"
"Indonesia",79,"total -  Thriller","total -  Thriller  -  Indonesia"
"Indonesia",3,"total -  War","total -  War  -  Indonesia"
"Ireland",142,"total -  Action","total -  Action  -  Ireland"
"Ireland",4,"total -  Adult","total -  Adult  -  Ireland"
"Ireland",132,"total -  Adventure","total -  Adventure  -  Ireland"
"Ireland",63,"total -  Animation","total -  Animation  -  Ireland"
"Ireland",26,"total -  Biography","total -  Biography  -  Ireland"
"Ireland",213,"total -  Comedy","total -  Comedy  -  Ireland"
"Ireland",123,"total -  Crime","total -  Crime  -  Ireland"
"Ireland",34,"total -  Documentary","total -  Documentary  -  Ireland"
"Ireland",291,"total -  Drama","total -  Drama  -  Ireland"
"Ireland",27,"total -  Family","total -  Family  -  Ireland"
"Ireland",18,"total -  Fantasy","total -  Fantasy  -  Ireland"
