"label","n","parent","id"
"Russia",2,"total -  History","total -  History  -  Russia"
"Russia",18,"total -  Horror","total -  Horror  -  Russia"
"Russia",6,"total -  Music","total -  Music  -  Russia"
"Russia",47,"total -  Mystery","total -  Mystery  -  Russia"
"Russia",62,"total -  Romance","total -  Romance  -  Russia"
"Russia",29,"total -  Sci Fi","total -  Sci Fi  -  Russia"
"Russia",8,"total -  Sport","total -  Sport  -  Russia"
"Russia",12,"total -  Talk Show","total -  Talk Show  -  Russia"
"Russia",72,"total -  Thriller","total -  Thriller  -  Russia"
"Russia",2,"total -  War","total -  War  -  Russia"
"Russia",2,"total -  Western","total -  Western  -  Russia"
"Saudi Arabia",227,"total -  Action","total -  Action  -  Saudi Arabia"
"Saudi Arabia",5,"total -  Adult","total -  Adult  -  Saudi Arabia"
"Saudi Arabia",104,"total -  Adventure","total -  Adventure  -  Saudi Arabia"
"Saudi Arabia",41,"total -  Animation","total -  Animation  -  Saudi Arabia"
"Saudi Arabia",8,"total -  Biography","total -  Biography  -  Saudi Arabia"
"Saudi Arabia",156,"total -  Comedy","total -  Comedy  -  Saudi Arabia"
"Saudi Arabia",159,"total -  Crime","total -  Crime  -  Saudi Arabia"
"Saudi Arabia",19,"total -  Documentary","total -  Documentary  -  Saudi Arabia"
"Saudi Arabia",326,"total -  Drama","total -  Drama  -  Saudi Arabia"
"Saudi Arabia",25,"total -  Family","total -  Family  -  Saudi Arabia"
"Saudi Arabia",28,"total -  Fantasy","total -  Fantasy  -  Saudi Arabia"
"Saudi Arabia",4,"total -  Game Show","total -  Game Show  -  Saudi Arabia"
"Saudi Arabia",5,"total -  History","total -  History  -  Saudi Arabia"
"Saudi Arabia",31,"total -  Horror","total -  Horror  -  Saudi Arabia"
"Saudi Arabia",3,"total -  Music","total -  Music  -  Saudi Arabia"
"Saudi Arabia",48,"total -  Mystery","total -  Mystery  -  Saudi Arabia"
"Saudi Arabia",7,"total -  Reality TV","total -  Reality TV  -  Saudi Arabia"
"Saudi Arabia",70,"total -  Romance","total -  Romance  -  Saudi Arabia"
"Saudi Arabia",31,"total -  Sci Fi","total -  Sci Fi  -  Saudi Arabia"
"Saudi Arabia",6,"total -  Sport","total -  Sport  -  Saudi Arabia"
"Saudi Arabia",10,"total -  Talk Show","total -  Talk Show  -  Saudi Arabia"
"Saudi Arabia",89,"total -  Thriller","total -  Thriller  -  Saudi Arabia"
"Saudi Arabia",3,"total -  War","total -  War  -  Saudi Arabia"
"Saudi Arabia",5,"total -  Western","total -  Western  -  Saudi Arabia"
"Serbia",202,"total -  Action","total -  Action  -  Serbia"
"Serbia",4,"total -  Adult","total -  Adult  -  Serbia"
"Serbia",114,"total -  Adventure","total -  Adventure  -  Serbia"
"Serbia",38,"total -  Animation","total -  Animation  -  Serbia"
"Serbia",7,"total -  Biography","total -  Biography  -  Serbia"
"Serbia",198,"total -  Comedy","total -  Comedy  -  Serbia"
"Serbia",152,"total -  Crime","total -  Crime  -  Serbia"
"Serbia",26,"total -  Documentary","total -  Documentary  -  Serbia"
"Serbia",318,"total -  Drama","total -  Drama  -  Serbia"
"Serbia",28,"total -  Family","total -  Family  -  Serbia"
"Serbia",27,"total -  Fantasy","total -  Fantasy  -  Serbia"
"Serbia",7,"total -  Game Show","total -  Game Show  -  Serbia"
"Serbia",1,"total -  History","total -  History  -  Serbia"
"Serbia",15,"total -  Horror","total -  Horror  -  Serbia"
"Serbia",12,"total -  Music","total -  Music  -  Serbia"
"Serbia",1,"total -  Musical","total -  Musical  -  Serbia"
"Serbia",44,"total -  Mystery","total -  Mystery  -  Serbia"
"Serbia",10,"total -  Reality TV","total -  Reality TV  -  Serbia"
"Serbia",92,"total -  Romance","total -  Romance  -  Serbia"
"Serbia",31,"total -  Sci Fi","total -  Sci Fi  -  Serbia"
"Serbia",11,"total -  Sport","total -  Sport  -  Serbia"
"Serbia",12,"total -  Talk Show","total -  Talk Show  -  Serbia"
"Serbia",78,"total -  Thriller","total -  Thriller  -  Serbia"
"Serbia",3,"total -  War","total -  War  -  Serbia"
"Serbia",3,"total -  Western","total -  Western  -  Serbia"
"Singapore",220,"total -  Action","total -  Action  -  Singapore"
"Singapore",3,"total -  Adult","total -  Adult  -  Singapore"
"Singapore",104,"total -  Adventure","total -  Adventure  -  Singapore"
"Singapore",25,"total -  Animation","total -  Animation  -  Singapore"
"Singapore",8,"total -  Biography","total -  Biography  -  Singapore"
"Singapore",152,"total -  Comedy","total -  Comedy  -  Singapore"
"Singapore",132,"total -  Crime","total -  Crime  -  Singapore"
"Singapore",22,"total -  Documentary","total -  Documentary  -  Singapore"
"Singapore",316,"total -  Drama","total -  Drama  -  Singapore"
"Singapore",13,"total -  Family","total -  Family  -  Singapore"
"Singapore",33,"total -  Fantasy","total -  Fantasy  -  Singapore"
"Singapore",10,"total -  Game Show","total -  Game Show  -  Singapore"
"Singapore",5,"total -  History","total -  History  -  Singapore"
"Singapore",26,"total -  Horror","total -  Horror  -  Singapore"
"Singapore",2,"total -  Music","total -  Music  -  Singapore"
"Singapore",75,"total -  Mystery","total -  Mystery  -  Singapore"
"Singapore",18,"total -  Reality TV","total -  Reality TV  -  Singapore"
"Singapore",91,"total -  Romance","total -  Romance  -  Singapore"
"Singapore",53,"total -  Sci Fi","total -  Sci Fi  -  Singapore"
"Singapore",10,"total -  Sport","total -  Sport  -  Singapore"
"Singapore",6,"total -  Talk Show","total -  Talk Show  -  Singapore"
"Singapore",79,"total -  Thriller","total -  Thriller  -  Singapore"
"Singapore",3,"total -  War","total -  War  -  Singapore"
"Slovakia",187,"total -  Action","total -  Action  -  Slovakia"
"Slovakia",5,"total -  Adult","total -  Adult  -  Slovakia"
"Slovakia",142,"total -  Adventure","total -  Adventure  -  Slovakia"
"Slovakia",67,"total -  Animation","total -  Animation  -  Slovakia"
"Slovakia",17,"total -  Biography","total -  Biography  -  Slovakia"
"Slovakia",191,"total -  Comedy","total -  Comedy  -  Slovakia"
"Slovakia",138,"total -  Crime","total -  Crime  -  Slovakia"
"Slovakia",42,"total -  Documentary","total -  Documentary  -  Slovakia"
"Slovakia",307,"total -  Drama","total -  Drama  -  Slovakia"
"Slovakia",30,"total -  Family","total -  Family  -  Slovakia"
"Slovakia",36,"total -  Fantasy","total -  Fantasy  -  Slovakia"
"Slovakia",12,"total -  Game Show","total -  Game Show  -  Slovakia"
"Slovakia",4,"total -  History","total -  History  -  Slovakia"
"Slovakia",23,"total -  Horror","total -  Horror  -  Slovakia"
"Slovakia",11,"total -  Music","total -  Music  -  Slovakia"
"Slovakia",48,"total -  Mystery","total -  Mystery  -  Slovakia"
"Slovakia",16,"total -  Reality TV","total -  Reality TV  -  Slovakia"
"Slovakia",74,"total -  Romance","total -  Romance  -  Slovakia"
"Slovakia",17,"total -  Sci Fi","total -  Sci Fi  -  Slovakia"
"Slovakia",13,"total -  Sport","total -  Sport  -  Slovakia"
"Slovakia",11,"total -  Talk Show","total -  Talk Show  -  Slovakia"
"Slovakia",54,"total -  Thriller","total -  Thriller  -  Slovakia"
"Slovakia",3,"total -  War","total -  War  -  Slovakia"
"Slovakia",3,"total -  Western","total -  Western  -  Slovakia"
"Slovenia",175,"total -  Action","total -  Action  -  Slovenia"
"Slovenia",3,"total -  Adult","total -  Adult  -  Slovenia"
"Slovenia",119,"total -  Adventure","total -  Adventure  -  Slovenia"
"Slovenia",40,"total -  Animation","total -  Animation  -  Slovenia"
"Slovenia",9,"total -  Biography","total -  Biography  -  Slovenia"
"Slovenia",197,"total -  Comedy","total -  Comedy  -  Slovenia"
"Slovenia",116,"total -  Crime","total -  Crime  -  Slovenia"
"Slovenia",32,"total -  Documentary","total -  Documentary  -  Slovenia"
"Slovenia",266,"total -  Drama","total -  Drama  -  Slovenia"
"Slovenia",29,"total -  Family","total -  Family  -  Slovenia"
"Slovenia",32,"total -  Fantasy","total -  Fantasy  -  Slovenia"
"Slovenia",11,"total -  Game Show","total -  Game Show  -  Slovenia"
"Slovenia",1,"total -  History","total -  History  -  Slovenia"
"Slovenia",23,"total -  Horror","total -  Horror  -  Slovenia"
"Slovenia",11,"total -  Music","total -  Music  -  Slovenia"
"Slovenia",1,"total -  Musical","total -  Musical  -  Slovenia"
"Slovenia",38,"total -  Mystery","total -  Mystery  -  Slovenia"
"Slovenia",15,"total -  Reality TV","total -  Reality TV  -  Slovenia"
"Slovenia",83,"total -  Romance","total -  Romance  -  Slovenia"
"Slovenia",36,"total -  Sci Fi","total -  Sci Fi  -  Slovenia"
"Slovenia",12,"total -  Sport","total -  Sport  -  Slovenia"
"Slovenia",7,"total -  Talk Show","total -  Talk Show  -  Slovenia"
"Slovenia",56,"total -  Thriller","total -  Thriller  -  Slovenia"
"Slovenia",3,"total -  War","total -  War  -  Slovenia"
"Slovenia",4,"total -  Western","total -  Western  -  Slovenia"
"South Africa",181,"total -  Action","total -  Action  -  South Africa"
"South Africa",4,"total -  Adult","total -  Adult  -  South Africa"
"South Africa",103,"total -  Adventure","total -  Adventure  -  South Africa"
"South Africa",43,"total -  Animation","total -  Animation  -  South Africa"
"South Africa",11,"total -  Biography","total -  Biography  -  South Africa"
"South Africa",192,"total -  Comedy","total -  Comedy  -  South Africa"
"South Africa",112,"total -  Crime","total -  Crime  -  South Africa"
"South Africa",30,"total -  Documentary","total -  Documentary  -  South Africa"
"South Africa",333,"total -  Drama","total -  Drama  -  South Africa"
"South Africa",20,"total -  Family","total -  Family  -  South Africa"
"South Africa",32,"total -  Fantasy","total -  Fantasy  -  South Africa"
"South Africa",11,"total -  Game Show","total -  Game Show  -  South Africa"
"South Africa",6,"total -  History","total -  History  -  South Africa"
"South Africa",17,"total -  Horror","total -  Horror  -  South Africa"
"South Africa",4,"total -  Music","total -  Music  -  South Africa"
"South Africa",1,"total -  Musical","total -  Musical  -  South Africa"
"South Africa",59,"total -  Mystery","total -  Mystery  -  South Africa"
"South Africa",20,"total -  Reality TV","total -  Reality TV  -  South Africa"
"South Africa",104,"total -  Romance","total -  Romance  -  South Africa"
"South Africa",54,"total -  Sci Fi","total -  Sci Fi  -  South Africa"
"South Africa",10,"total -  Sport","total -  Sport  -  South Africa"
"South Africa",11,"total -  Talk Show","total -  Talk Show  -  South Africa"
"South Africa",58,"total -  Thriller","total -  Thriller  -  South Africa"
"South Africa",3,"total -  War","total -  War  -  South Africa"
"South Africa",2,"total -  Western","total -  Western  -  South Africa"
"South Korea",177,"total -  Action","total -  Action  -  South Korea"
"South Korea",4,"total -  Adult","total -  Adult  -  South Korea"
"South Korea",75,"total -  Adventure","total -  Adventure  -  South Korea"
"South Korea",17,"total -  Animation","total -  Animation  -  South Korea"
"South Korea",2,"total -  Biography","total -  Biography  -  South Korea"
"South Korea",159,"total -  Comedy","total -  Comedy  -  South Korea"
"South Korea",94,"total -  Crime","total -  Crime  -  South Korea"
"South Korea",4,"total -  Documentary","total -  Documentary  -  South Korea"
"South Korea",308,"total -  Drama","total -  Drama  -  South Korea"
"South Korea",10,"total -  Family","total -  Family  -  South Korea"
"South Korea",35,"total -  Fantasy","total -  Fantasy  -  South Korea"
"South Korea",6,"total -  History","total -  History  -  South Korea"
"South Korea",29,"total -  Horror","total -  Horror  -  South Korea"
"South Korea",3,"total -  Music","total -  Music  -  South Korea"
"South Korea",41,"total -  Mystery","total -  Mystery  -  South Korea"
"South Korea",5,"total -  Reality TV","total -  Reality TV  -  South Korea"
"South Korea",108,"total -  Romance","total -  Romance  -  South Korea"
"South Korea",39,"total -  Sci Fi","total -  Sci Fi  -  South Korea"
"South Korea",7,"total -  Sport","total -  Sport  -  South Korea"
"South Korea",3,"total -  Talk Show","total -  Talk Show  -  South Korea"
"South Korea",93,"total -  Thriller","total -  Thriller  -  South Korea"
"South Korea",4,"total -  War","total -  War  -  South Korea"
"South Korea",3,"total -  Western","total -  Western  -  South Korea"
"Spain",170,"total -  Action","total -  Action  -  Spain"
"Spain",3,"total -  Adult","total -  Adult  -  Spain"
"Spain",116,"total -  Adventure","total -  Adventure  -  Spain"
"Spain",30,"total -  Animation","total -  Animation  -  Spain"
"Spain",3,"total -  Biography","total -  Biography  -  Spain"
"Spain",179,"total -  Comedy","total -  Comedy  -  Spain"
"Spain",139,"total -  Crime","total -  Crime  -  Spain"
"Spain",23,"total -  Documentary","total -  Documentary  -  Spain"
"Spain",316,"total -  Drama","total -  Drama  -  Spain"
"Spain",24,"total -  Family","total -  Family  -  Spain"
"Spain",32,"total -  Fantasy","total -  Fantasy  -  Spain"
"Spain",5,"total -  Game Show","total -  Game Show  -  Spain"
"Spain",5,"total -  History","total -  History  -  Spain"
"Spain",25,"total -  Horror","total -  Horror  -  Spain"
"Spain",23,"total -  Music","total -  Music  -  Spain"
"Spain",1,"total -  Musical","total -  Musical  -  Spain"
"Spain",46,"total -  Mystery","total -  Mystery  -  Spain"
"Spain",10,"total -  Reality TV","total -  Reality TV  -  Spain"
"Spain",109,"total -  Romance","total -  Romance  -  Spain"
"Spain",32,"total -  Sci Fi","total -  Sci Fi  -  Spain"
"Spain",11,"total -  Sport","total -  Sport  -  Spain"
"Spain",9,"total -  Talk Show","total -  Talk Show  -  Spain"
"Spain",60,"total -  Thriller","total -  Thriller  -  Spain"
"Spain",3,"total -  War","total -  War  -  Spain"
"Spain",6,"total -  Western","total -  Western  -  Spain"
"Sri Lanka",184,"total -  Action","total -  Action  -  Sri Lanka"
"Sri Lanka",4,"total -  Adult","total -  Adult  -  Sri Lanka"
"Sri Lanka",78,"total -  Adventure","total -  Adventure  -  Sri Lanka"
"Sri Lanka",21,"total -  Animation","total -  Animation  -  Sri Lanka"
"Sri Lanka",6,"total -  Biography","total -  Biography  -  Sri Lanka"
"Sri Lanka",181,"total -  Comedy","total -  Comedy  -  Sri Lanka"
"Sri Lanka",148,"total -  Crime","total -  Crime  -  Sri Lanka"
"Sri Lanka",19,"total -  Documentary","total -  Documentary  -  Sri Lanka"
"Sri Lanka",361,"total -  Drama","total -  Drama  -  Sri Lanka"
"Sri Lanka",24,"total -  Family","total -  Family  -  Sri Lanka"
"Sri Lanka",32,"total -  Fantasy","total -  Fantasy  -  Sri Lanka"
"Sri Lanka",7,"total -  Game Show","total -  Game Show  -  Sri Lanka"
"Sri Lanka",1,"total -  History","total -  History  -  Sri Lanka"
"Sri Lanka",18,"total -  Horror","total -  Horror  -  Sri Lanka"
"Sri Lanka",1,"total -  Music","total -  Music  -  Sri Lanka"
"Sri Lanka",77,"total -  Mystery","total -  Mystery  -  Sri Lanka"
"Sri Lanka",6,"total -  Reality TV","total -  Reality TV  -  Sri Lanka"
"Sri Lanka",105,"total -  Romance","total -  Romance  -  Sri Lanka"
"Sri Lanka",42,"total -  Sci Fi","total -  Sci Fi  -  Sri Lanka"
"Sri Lanka",5,"total -  Sport","total -  Sport  -  Sri Lanka"
"Sri Lanka",8,"total -  Talk Show","total -  Talk Show  -  Sri Lanka"
"Sri Lanka",63,"total -  Thriller","total -  Thriller  -  Sri Lanka"
"Sri Lanka",4,"total -  War","total -  War  -  Sri Lanka"
"Sweden",178,"total -  Action","total -  Action  -  Sweden"
"Sweden",5,"total -  Adult","total -  Adult  -  Sweden"
"Sweden",124,"total -  Adventure","total -  Adventure  -  Sweden"
"Sweden",55,"total -  Animation","total -  Animation  -  Sweden"
"Sweden",16,"total -  Biography","total -  Biography  -  Sweden"
"Sweden",167,"total -  Comedy","total -  Comedy  -  Sweden"
"Sweden",136,"total -  Crime","total -  Crime  -  Sweden"
"Sweden",27,"total -  Documentary","total -  Documentary  -  Sweden"
"Sweden",332,"total -  Drama","total -  Drama  -  Sweden"
"Sweden",21,"total -  Family","total -  Family  -  Sweden"
"Sweden",43,"total -  Fantasy","total -  Fantasy  -  Sweden"
"Sweden",6,"total -  Game Show","total -  Game Show  -  Sweden"
"Sweden",10,"total -  History","total -  History  -  Sweden"
"Sweden",22,"total -  Horror","total -  Horror  -  Sweden"
"Sweden",6,"total -  Music","total -  Music  -  Sweden"
"Sweden",2,"total -  Musical","total -  Musical  -  Sweden"
"Sweden",48,"total -  Mystery","total -  Mystery  -  Sweden"
"Sweden",14,"total -  Reality TV","total -  Reality TV  -  Sweden"
"Sweden",82,"total -  Romance","total -  Romance  -  Sweden"
"Sweden",31,"total -  Sci Fi","total -  Sci Fi  -  Sweden"
"Sweden",9,"total -  Sport","total -  Sport  -  Sweden"
"Sweden",7,"total -  Talk Show","total -  Talk Show  -  Sweden"
"Sweden",58,"total -  Thriller","total -  Thriller  -  Sweden"
"Sweden",9,"total -  War","total -  War  -  Sweden"
"Sweden",9,"total -  Western","total -  Western  -  Sweden"
"Switzerland",182,"total -  Action","total -  Action  -  Switzerland"
"Switzerland",3,"total -  Adult","total -  Adult  -  Switzerland"
"Switzerland",123,"total -  Adventure","total -  Adventure  -  Switzerland"
"Switzerland",32,"total -  Animation","total -  Animation  -  Switzerland"
"Switzerland",10,"total -  Biography","total -  Biography  -  Switzerland"
"Switzerland",179,"total -  Comedy","total -  Comedy  -  Switzerland"
"Switzerland",153,"total -  Crime","total -  Crime  -  Switzerland"
"Switzerland",37,"total -  Documentary","total -  Documentary  -  Switzerland"
"Switzerland",335,"total -  Drama","total -  Drama  -  Switzerland"
"Switzerland",41,"total -  Family","total -  Family  -  Switzerland"
"Switzerland",54,"total -  Fantasy","total -  Fantasy  -  Switzerland"
"Switzerland",5,"total -  Game Show","total -  Game Show  -  Switzerland"
"Switzerland",4,"total -  History","total -  History  -  Switzerland"
"Switzerland",20,"total -  Horror","total -  Horror  -  Switzerland"
"Switzerland",12,"total -  Music","total -  Music  -  Switzerland"
"Switzerland",56,"total -  Mystery","total -  Mystery  -  Switzerland"
"Switzerland",10,"total -  Reality TV","total -  Reality TV  -  Switzerland"
"Switzerland",88,"total -  Romance","total -  Romance  -  Switzerland"
"Switzerland",33,"total -  Sci Fi","total -  Sci Fi  -  Switzerland"
"Switzerland",13,"total -  Sport","total -  Sport  -  Switzerland"
"Switzerland",11,"total -  Talk Show","total -  Talk Show  -  Switzerland"
"Switzerland",63,"total -  Thriller","total -  Thriller  -  Switzerland"
"Switzerland",4,"total -  War","total -  War  -  Switzerland"
"Switzerland",5,"total -  Western","total -  Western  -  Switzerland"
"Taiwan",194,"total -  Action","total -  Action  -  Taiwan"
"Taiwan",3,"total -  Adult","total -  Adult  -  Taiwan"
"Taiwan",102,"total -  Adventure","total -  Adventure  -  Taiwan"
"Taiwan",29,"total -  Animation","total -  Animation  -  Taiwan"
"Taiwan",12,"total -  Biography","total -  Biography  -  Taiwan"
"Taiwan",165,"total -  Comedy","total -  Comedy  -  Taiwan"
"Taiwan",110,"total -  Crime","total -  Crime  -  Taiwan"
"Taiwan",15,"total -  Documentary","total -  Documentary  -  Taiwan"
"Taiwan",351,"total -  Drama","total -  Drama  -  Taiwan"
"Taiwan",13,"total -  Family","total -  Family  -  Taiwan"
"Taiwan",41,"total -  Fantasy","total -  Fantasy  -  Taiwan"
"Taiwan",1,"total -  Game Show","total -  Game Show  -  Taiwan"
"Taiwan",4,"total -  History","total -  History  -  Taiwan"
"Taiwan",18,"total -  Horror","total -  Horror  -  Taiwan"
"Taiwan",3,"total -  Music","total -  Music  -  Taiwan"
"Taiwan",82,"total -  Mystery","total -  Mystery  -  Taiwan"
"Taiwan",1,"total -  Reality TV","total -  Reality TV  -  Taiwan"
"Taiwan",154,"total -  Romance","total -  Romance  -  Taiwan"
"Taiwan",55,"total -  Sci Fi","total -  Sci Fi  -  Taiwan"
"Taiwan",12,"total -  Sport","total -  Sport  -  Taiwan"
"Taiwan",3,"total -  Talk Show","total -  Talk Show  -  Taiwan"
"Taiwan",61,"total -  Thriller","total -  Thriller  -  Taiwan"
"Taiwan",3,"total -  War","total -  War  -  Taiwan"
"Thailand",240,"total -  Action","total -  Action  -  Thailand"
"Thailand",2,"total -  Adult","total -  Adult  -  Thailand"
"Thailand",147,"total -  Adventure","total -  Adventure  -  Thailand"
"Thailand",46,"total -  Animation","total -  Animation  -  Thailand"
"Thailand",5,"total -  Biography","total -  Biography  -  Thailand"
"Thailand",207,"total -  Comedy","total -  Comedy  -  Thailand"
"Thailand",121,"total -  Crime","total -  Crime  -  Thailand"
"Thailand",13,"total -  Documentary","total -  Documentary  -  Thailand"
"Thailand",262,"total -  Drama","total -  Drama  -  Thailand"
"Thailand",15,"total -  Family","total -  Family  -  Thailand"
"Thailand",49,"total -  Fantasy","total -  Fantasy  -  Thailand"
"Thailand",14,"total -  History","total -  History  -  Thailand"
"Thailand",32,"total -  Horror","total -  Horror  -  Thailand"
"Thailand",1,"total -  Music","total -  Music  -  Thailand"
"Thailand",58,"total -  Mystery","total -  Mystery  -  Thailand"
"Thailand",136,"total -  Romance","total -  Romance  -  Thailand"
"Thailand",53,"total -  Sci Fi","total -  Sci Fi  -  Thailand"
"Thailand",1,"total -  Sport","total -  Sport  -  Thailand"
"Thailand",1,"total -  Talk Show","total -  Talk Show  -  Thailand"
"Thailand",81,"total -  Thriller","total -  Thriller  -  Thailand"
"Thailand",5,"total -  War","total -  War  -  Thailand"
"Thailand",3,"total -  Western","total -  Western  -  Thailand"
"Trinidad and Tobago",198,"total -  Action","total -  Action  -  Trinidad and Tobago"
"Trinidad and Tobago",4,"total -  Adult","total -  Adult  -  Trinidad and Tobago"
"Trinidad and Tobago",118,"total -  Adventure","total -  Adventure  -  Trinidad and Tobago"
"Trinidad and Tobago",52,"total -  Animation","total -  Animation  -  Trinidad and Tobago"
"Trinidad and Tobago",5,"total -  Biography","total -  Biography  -  Trinidad and Tobago"
"Trinidad and Tobago",157,"total -  Comedy","total -  Comedy  -  Trinidad and Tobago"
"Trinidad and Tobago",138,"total -  Crime","total -  Crime  -  Trinidad and Tobago"
"Trinidad and Tobago",18,"total -  Documentary","total -  Documentary  -  Trinidad and Tobago"
"Trinidad and Tobago",313,"total -  Drama","total -  Drama  -  Trinidad and Tobago"
"Trinidad and Tobago",20,"total -  Family","total -  Family  -  Trinidad and Tobago"
"Trinidad and Tobago",32,"total -  Fantasy","total -  Fantasy  -  Trinidad and Tobago"
"Trinidad and Tobago",7,"total -  Game Show","total -  Game Show  -  Trinidad and Tobago"
"Trinidad and Tobago",3,"total -  History","total -  History  -  Trinidad and Tobago"
"Trinidad and Tobago",28,"total -  Horror","total -  Horror  -  Trinidad and Tobago"
"Trinidad and Tobago",6,"total -  Music","total -  Music  -  Trinidad and Tobago"
"Trinidad and Tobago",38,"total -  Mystery","total -  Mystery  -  Trinidad and Tobago"
"Trinidad and Tobago",8,"total -  Reality TV","total -  Reality TV  -  Trinidad and Tobago"
"Trinidad and Tobago",89,"total -  Romance","total -  Romance  -  Trinidad and Tobago"
"Trinidad and Tobago",25,"total -  Sci Fi","total -  Sci Fi  -  Trinidad and Tobago"
"Trinidad and Tobago",8,"total -  Sport","total -  Sport  -  Trinidad and Tobago"
"Trinidad and Tobago",9,"total -  Talk Show","total -  Talk Show  -  Trinidad and Tobago"
"Trinidad and Tobago",88,"total -  Thriller","total -  Thriller  -  Trinidad and Tobago"
"Trinidad and Tobago",3,"total -  War","total -  War  -  Trinidad and Tobago"
"Trinidad and Tobago",7,"total -  Western","total -  Western  -  Trinidad and Tobago"
"Turkey",203,"total -  Action","total -  Action  -  Turkey"
"Turkey",5,"total -  Adult","total -  Adult  -  Turkey"
"Turkey",124,"total -  Adventure","total -  Adventure  -  Turkey"
"Turkey",26,"total -  Animation","total -  Animation  -  Turkey"
"Turkey",10,"total -  Biography","total -  Biography  -  Turkey"
"Turkey",151,"total -  Comedy","total -  Comedy  -  Turkey"
"Turkey",155,"total -  Crime","total -  Crime  -  Turkey"
"Turkey",18,"total -  Documentary","total -  Documentary  -  Turkey"
"Turkey",371,"total -  Drama","total -  Drama  -  Turkey"
"Turkey",25,"total -  Family","total -  Family  -  Turkey"
"Turkey",68,"total -  Fantasy","total -  Fantasy  -  Turkey"
"Turkey",3,"total -  Game Show","total -  Game Show  -  Turkey"
"Turkey",41,"total -  Horror","total -  Horror  -  Turkey"
"Turkey",2,"total -  Music","total -  Music  -  Turkey"
"Turkey",62,"total -  Mystery","total -  Mystery  -  Turkey"
"Turkey",5,"total -  Reality TV","total -  Reality TV  -  Turkey"
"Turkey",76,"total -  Romance","total -  Romance  -  Turkey"
"Turkey",37,"total -  Sci Fi","total -  Sci Fi  -  Turkey"
"Turkey",6,"total -  Sport","total -  Sport  -  Turkey"
"Turkey",14,"total -  Talk Show","total -  Talk Show  -  Turkey"
"Turkey",86,"total -  Thriller","total -  Thriller  -  Turkey"
"Turkey",4,"total -  War","total -  War  -  Turkey"
"Turkey",4,"total -  Western","total -  Western  -  Turkey"
"Ukraine",213,"total -  Action","total -  Action  -  Ukraine"
"Ukraine",3,"total -  Adult","total -  Adult  -  Ukraine"
"Ukraine",138,"total -  Adventure","total -  Adventure  -  Ukraine"
"Ukraine",63,"total -  Animation","total -  Animation  -  Ukraine"
"Ukraine",11,"total -  Biography","total -  Biography  -  Ukraine"
"Ukraine",200,"total -  Comedy","total -  Comedy  -  Ukraine"
"Ukraine",173,"total -  Crime","total -  Crime  -  Ukraine"
"Ukraine",31,"total -  Documentary","total -  Documentary  -  Ukraine"
"Ukraine",324,"total -  Drama","total -  Drama  -  Ukraine"
"Ukraine",30,"total -  Family","total -  Family  -  Ukraine"
"Ukraine",32,"total -  Fantasy","total -  Fantasy  -  Ukraine"
"Ukraine",2,"total -  Game Show","total -  Game Show  -  Ukraine"
"Ukraine",2,"total -  History","total -  History  -  Ukraine"
"Ukraine",18,"total -  Horror","total -  Horror  -  Ukraine"
"Ukraine",8,"total -  Music","total -  Music  -  Ukraine"
"Ukraine",1,"total -  Musical","total -  Musical  -  Ukraine"
"Ukraine",43,"total -  Mystery","total -  Mystery  -  Ukraine"
"Ukraine",2,"total -  Reality TV","total -  Reality TV  -  Ukraine"
"Ukraine",73,"total -  Romance","total -  Romance  -  Ukraine"
"Ukraine",32,"total -  Sci Fi","total -  Sci Fi  -  Ukraine"
"Ukraine",8,"total -  Sport","total -  Sport  -  Ukraine"
"Ukraine",14,"total -  Talk Show","total -  Talk Show  -  Ukraine"
"Ukraine",65,"total -  Thriller","total -  Thriller  -  Ukraine"
"Ukraine",2,"total -  War","total -  War  -  Ukraine"
"Ukraine",5,"total -  Western","total -  Western  -  Ukraine"
"United Arab Emirates",201,"total -  Action","total -  Action  -  United Arab Emirates"
"United Arab Emirates",3,"total -  Adult","total -  Adult  -  United Arab Emirates"
"United Arab Emirates",120,"total -  Adventure","total -  Adventure  -  United Arab Emirates"
"United Arab Emirates",34,"total -  Animation","total -  Animation  -  United Arab Emirates"
"United Arab Emirates",17,"total -  Biography","total -  Biography  -  United Arab Emirates"
"United Arab Emirates",170,"total -  Comedy","total -  Comedy  -  United Arab Emirates"
"United Arab Emirates",136,"total -  Crime","total -  Crime  -  United Arab Emirates"
"United Arab Emirates",24,"total -  Documentary","total -  Documentary  -  United Arab Emirates"
"United Arab Emirates",332,"total -  Drama","total -  Drama  -  United Arab Emirates"
"United Arab Emirates",17,"total -  Family","total -  Family  -  United Arab Emirates"
"United Arab Emirates",41,"total -  Fantasy","total -  Fantasy  -  United Arab Emirates"
"United Arab Emirates",11,"total -  Game Show","total -  Game Show  -  United Arab Emirates"
"United Arab Emirates",6,"total -  History","total -  History  -  United Arab Emirates"
"United Arab Emirates",25,"total -  Horror","total -  Horror  -  United Arab Emirates"
"United Arab Emirates",2,"total -  Music","total -  Music  -  United Arab Emirates"
"United Arab Emirates",1,"total -  Musical","total -  Musical  -  United Arab Emirates"
"United Arab Emirates",47,"total -  Mystery","total -  Mystery  -  United Arab Emirates"
"United Arab Emirates",16,"total -  Reality TV","total -  Reality TV  -  United Arab Emirates"
"United Arab Emirates",110,"total -  Romance","total -  Romance  -  United Arab Emirates"
